,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,5/4/2021,ARKK,TESLA INC,TSLA,88160R101,3394883.0,2325155366.7,10.49
1,1,5/4/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8304463.0,1355371406.23,6.11
2,2,5/4/2021,ARKK,ROKU INC,ROKU,77543R102,3331684.0,1117146962.04,5.04
3,3,5/4/2021,ARKK,SQUARE INC - A,SQ,852234103,4528972.0,1103619896.96,4.98
4,4,5/4/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6185294.0,777491455.8,3.51
5,5,5/4/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,690118.0,774319297.18,3.49
6,6,5/4/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2428263.0,762280320.96,3.44
7,7,5/4/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3009910.0,745524607.9,3.36
8,8,5/4/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5246524.0,658596157.72,2.97
9,9,5/4/2021,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,3094474.0,634181501.56,2.86
10,10,5/4/2021,ARKK,TWILIO INC - A,TWLO,90138F102,1731156.0,623077667.52,2.81
11,11,5/4/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4895444.0,601209477.64,2.71
12,12,5/4/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,6050495.0,585808925.9,2.64
13,13,5/4/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1817217.0,534643413.57,2.41
14,14,5/4/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2335427.0,502350347.7,2.27
15,15,5/4/2021,ARKK,INVITAE CORP,NVTA,46185L103,14077490.0,462727096.3,2.09
16,16,5/4/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2269103.0,436983855.74,1.97
17,17,5/4/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,5206892.0,384268629.6,1.73
18,18,5/4/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,11190910.0,355423301.6,1.6
19,19,5/4/2021,ARKK,SEA LTD-ADR,SE,81141R100,1374592.0,349998615.04,1.58
20,20,5/4/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,4726116.0,342548887.68,1.55
21,21,5/4/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,14734520.0,328579796.0,1.48
22,22,5/4/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,6190303.0,319481537.83,1.44
23,23,5/4/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2544669.0,307039761.54,1.39
24,24,5/4/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,15671750.0,307009582.5,1.38
25,25,5/4/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8155120.0,305653897.6,1.38
26,26,5/4/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,3847011.0,289256757.09,1.3
27,27,5/4/2021,ARKK,TWITTER INC,TWTR,90184L102,5064713.0,276432035.54,1.25
28,28,5/4/2021,ARKK,PROTO LABS INC,PRLB,743713109,2507493.0,267474278.31,1.21
29,29,5/4/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3088469.0,262859596.59,1.19
