,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,5/10/2021,ARKK,TESLA INC,TSLA,88160R101,3435248.0,2309757697.76,11.06
1,1,5/10/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8684792.0,1311750983.68,6.28
2,2,5/10/2021,ARKK,ROKU INC,ROKU,77543R102,3474920.0,1101549640.0,5.27
3,3,5/10/2021,ARKK,SQUARE INC - A,SQ,852234103,4297661.0,1002859194.35,4.8
4,4,5/10/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,698308.0,774144248.8,3.71
5,5,5/10/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6258824.0,741952291.08,3.55
6,6,5/10/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3045685.0,729167445.85,3.49
7,7,5/10/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2457186.0,725459594.64,3.47
8,8,5/10/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2089692.0,641848897.8,3.07
9,9,5/10/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,2230666.0,588226624.2,2.82
10,10,5/10/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,6565952.0,587127427.84,2.81
11,11,5/10/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5118232.0,534855244.0,2.56
12,12,5/10/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4839915.0,521258845.5,2.49
13,13,5/10/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2363192.0,461484133.76,2.21
14,14,5/10/2021,ARKK,INVITAE CORP,NVTA,46185L103,14764929.0,442209623.55,2.12
15,15,5/10/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2562384.0,375030522.24,1.8
16,16,5/10/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,5147827.0,348713800.98,1.67
17,17,5/10/2021,ARKK,SEA LTD-ADR,SE,81141R100,1390927.0,334211939.56,1.6
