,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/22/2021,PRNT,EXONE CO/THE,XONE,302104104,1543707.0,51992051.76,9.27
1,1,3/22/2021,PRNT,HP INC,HPQ,40434L105,985456.0,29642516.48,5.29
2,2,3/22/2021,PRNT,RENISHAW PLC,RSW,0732358,313442.0,26047751.46,4.65
3,3,3/22/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,892714.0,25674454.64,4.58
4,4,3/22/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,21662.0,25594400.09,4.56
5,5,3/22/2021,PRNT,MICROSOFT CORP,MSFT,594918104,109170.0,25147309.5,4.49
6,6,3/22/2021,PRNT,DASSAULT SYSTEMES SE,DSY,5330047,118992.0,25131473.06,4.48
7,7,3/22/2021,PRNT,TRIMBLE INC,TRMB,896239100,336315.0,25116004.2,4.48
8,8,3/22/2021,PRNT,PTC INC,PTC,69370C100,189081.0,24516242.46,4.37
9,9,3/22/2021,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,B18FJV7,412659.0,24318852.91,4.34
10,10,3/22/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,386786.0,23748660.4,4.24
11,11,3/22/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,1064114.0,21942323.33,3.91
12,12,3/22/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,1030570.0,21621358.6,3.86
13,13,3/22/2021,PRNT,STRATASYS LTD,SSYS,M85548101,746542.0,20761333.02,3.7
14,14,3/22/2021,PRNT,ANSYS INC,ANSS,03662Q105,63649.0,20638188.25,3.68
15,15,3/22/2021,PRNT,AUTODESK INC,ADSK,052769106,75027.0,19619560.5,3.5
16,16,3/22/2021,PRNT,PROTO LABS INC,PRLB,743713109,134385.0,16650301.5,2.97
17,17,3/22/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,344958.0,14760752.82,2.63
18,18,3/22/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,91661.0,8130330.7,1.45
19,19,3/22/2021,PRNT,AMETEK INC,AME,031100100,56347.0,6804463.72,1.21
20,20,3/22/2021,PRNT,HEXAGON AB-B SHS,HEXAB,B1XFTL2,76061.0,6804361.02,1.21
21,21,3/22/2021,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,12215.0,6467353.9,1.15
22,22,3/22/2021,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,90385V107,119648.0,6309039.04,1.13
23,23,3/22/2021,PRNT,GENERAL ELECTRIC CO,GE,369604103,417583.0,5520447.26,0.98
24,24,3/22/2021,PRNT,NUVASIVE INC,NUVA,670704105,81321.0,5455012.68,0.97
25,25,3/22/2021,PRNT,MICHELIN (CGDE),ML,4588364,36059.0,5417757.96,0.97
26,26,3/22/2021,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,462333.0,5358147.43,0.96
27,27,3/22/2021,PRNT,SIEMENS AG-REG,SIE,5727973,32880.0,5392640.99,0.96
28,28,3/22/2021,PRNT,BERTRANDT AG,BDT,5130861,90559.0,5326048.69,0.95
29,29,3/22/2021,PRNT,KAISER ALUMINUM CORP,KALU,483007704,46030.0,5234531.6,0.93
30,30,3/22/2021,PRNT,MOOG INC-CLASS A,MOG/A,615394202,58675.0,4864744.25,0.87
31,31,3/22/2021,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,39556.0,4904944.0,0.87
32,32,3/22/2021,PRNT,MEDTRONIC PLC,MDT UN,G5960L103,39796.0,4641009.52,0.83
33,33,3/22/2021,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,28750.0,4579587.5,0.82
34,34,3/22/2021,PRNT,STRYKER CORP,SYK,863667101,19138.0,4401740.0,0.79
35,35,3/22/2021,PRNT,ARCONIC CORP,ARNC,03966V107,156152.0,4250457.44,0.76
36,36,3/22/2021,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,90029.0,4196251.69,0.75
37,37,3/22/2021,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,211000.0,1580833.97,0.28
38,38,3/22/2021,PRNT,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,896244.92,896244.92,0.16
39,39,3/22/2021,PRNT,SGL CARBON SE,SGL,4818351,112500.0,914786.59,0.16
40,40,3/22/2021,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,18218.0,771167.94,0.14
41,41,3/22/2021,PRNT,HEXCEL CORP,HXL,428291108,13307.0,808267.18,0.14
42,42,3/22/2021,PRNT,VOESTALPINE AG,VOE,4943402,17367.0,721600.45,0.13
43,43,3/22/2021,PRNT,3M CO,MMM,88579Y101,3792.0,715588.32,0.13
44,44,3/22/2021,PRNT,XEROX HOLDINGS CORP,XRX UN,98421M106,28303.0,701631.37,0.13
45,45,3/22/2021,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,35406.0,756626.22,0.13
46,46,3/22/2021,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,19793.0,693267.53,0.12
47,47,3/22/2021,PRNT,SANDVIK AB,SAND,B1VQ252,24871.0,686994.32,0.12
48,48,3/22/2021,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,5978.0,668340.4,0.12
49,49,3/22/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,5435.0,657415.32,0.12
50,50,3/22/2021,PRNT,TORAY INDUSTRIES INC,3402,6897143,94508.0,653341.49,0.12
51,51,3/22/2021,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,3625.0,615855.11,0.11
52,52,3/22/2021,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,7808.0,601996.8,0.11
53,53,3/22/2021,PRNT,EASTMAN KODAK CO,KODK,277461406,73084.0,608058.88,0.11
54,54,3/22/2021,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5076705,5962.0,641662.96,0.11
