,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/11/2021,PRNT,EXONE CO/THE,XONE,302104104,1543707.0,55094902.83,9.84
1,1,3/11/2021,PRNT,HP INC,HPQ,40434L105,955682.0,28995391.88,5.18
2,2,3/11/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,21010.0,26080595.24,4.66
3,3,3/11/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,865743.0,25903030.56,4.63
4,4,3/11/2021,PRNT,MICROSOFT CORP,MSFT,594918104,105875.0,25106138.75,4.48
5,5,3/11/2021,PRNT,RENISHAW PLC,RSW,0732358,303973.0,25072700.54,4.48
6,6,3/11/2021,PRNT,PTC INC,PTC,69370C100,183371.0,24909116.64,4.45
7,7,3/11/2021,PRNT,DASSAULT SYSTEMES SE,DSY,5330047,115400.0,24641800.35,4.4
8,8,3/11/2021,PRNT,TRIMBLE INC,TRMB,896239100,326157.0,24210634.11,4.32
9,9,3/11/2021,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,B18FJV7,400194.0,23798794.33,4.25
10,10,3/11/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,375103.0,23593978.7,4.21
11,11,3/11/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,1031963.0,21479123.42,3.84
12,12,3/11/2021,PRNT,STRATASYS LTD,SSYS,M85548101,746542.0,21007691.88,3.75
13,13,3/11/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,999432.0,20578304.88,3.68
14,14,3/11/2021,PRNT,AUTODESK INC,ADSK,052769106,72765.0,19963805.4,3.57
15,15,3/11/2021,PRNT,ANSYS INC,ANSS,03662Q105,61729.0,19916244.56,3.56
16,16,3/11/2021,PRNT,PROTO LABS INC,PRLB,743713109,134385.0,18222606.0,3.25
17,17,3/11/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,344958.0,14681412.48,2.62
18,18,3/11/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,88896.0,8343778.56,1.49
