,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/29/2021,PRNT,EXONE CO/THE,XONE,302104104,1543707.0,45570230.64,8.32
1,1,3/29/2021,PRNT,HP INC,HPQ,40434L105,985456.0,31199536.96,5.7
2,2,3/29/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,21662.0,26092260.4,4.76
3,3,3/29/2021,PRNT,RENISHAW PLC,RSW,0732358,313442.0,25933231.29,4.73
4,4,3/29/2021,PRNT,MICROSOFT CORP,MSFT,594918104,109170.0,25816521.6,4.71
5,5,3/29/2021,PRNT,DASSAULT SYSTEMES SE,DSY,5330047,118992.0,25623948.37,4.68
6,6,3/29/2021,PRNT,PTC INC,PTC,69370C100,189081.0,25607239.83,4.67
7,7,3/29/2021,PRNT,TRIMBLE INC,TRMB,896239100,336315.0,25122730.5,4.59
8,8,3/29/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,386786.0,24541571.7,4.48
9,9,3/29/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,892714.0,24103278.0,4.4
10,10,3/29/2021,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,B18FJV7,412659.0,23639918.41,4.32
11,11,3/29/2021,PRNT,ANSYS INC,ANSS,03662Q105,63649.0,21829061.04,3.98
12,12,3/29/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,1064114.0,21797329.81,3.98
13,13,3/29/2021,PRNT,AUTODESK INC,ADSK,052769106,75027.0,20183013.27,3.68
14,14,3/29/2021,PRNT,STRATASYS LTD,SSYS,M85548101,746542.0,18417191.14,3.36
15,15,3/29/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,1030570.0,16169643.3,2.95
16,16,3/29/2021,PRNT,PROTO LABS INC,PRLB,743713109,134385.0,16155764.7,2.95
17,17,3/29/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,344958.0,11200786.26,2.04
18,18,3/29/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,91661.0,8057918.51,1.47
19,19,3/29/2021,PRNT,AMETEK INC,AME,031100100,56347.0,7174100.04,1.31
20,20,3/29/2021,PRNT,HEXAGON AB-B SHS,HEXAB,B1XFTL2,76061.0,6945775.8,1.27
21,21,3/29/2021,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,90385V107,119648.0,6813953.6,1.24
22,22,3/29/2021,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,12215.0,6453673.1,1.18
23,23,3/29/2021,PRNT,NUVASIVE INC,NUVA,670704105,81321.0,5488354.29,1.0
24,24,3/29/2021,PRNT,MICHELIN (CGDE),ML,4588364,36059.0,5437633.72,0.99
25,25,3/29/2021,PRNT,GENERAL ELECTRIC CO,GE,369604103,417583.0,5424403.17,0.99
26,26,3/29/2021,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,462333.0,5354599.87,0.98
27,27,3/29/2021,PRNT,SIEMENS AG-REG,SIE,5727973,32880.0,5329920.59,0.97
28,28,3/29/2021,PRNT,KAISER ALUMINUM CORP,KALU,483007704,46030.0,5186200.1,0.95
29,29,3/29/2021,PRNT,BERTRANDT AG,BDT,5130861,90559.0,5064952.51,0.92
30,30,3/29/2021,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,39556.0,4927886.48,0.9
