,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/1/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3716249.0,830172864.11,7.53
1,1,3/1/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,15690309.0,552612682.98,5.01
2,2,3/1/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,3865505.0,541982456.05,4.91
3,3,3/1/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,1098614.0,508713212.7,4.61
4,4,3/1/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3328142.0,482414182.9,4.37
5,5,3/1/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,10582998.0,433585428.06,3.93
6,6,3/1/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1987028.0,418030950.64,3.79
7,7,3/1/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,4778400.0,417871080.0,3.79
8,8,3/1/2021,ARKG,CAREDX INC,CDNA,14167L103,4683677.0,409072349.18,3.71
9,9,3/1/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,3963021.0,382867458.81,3.47
10,10,3/1/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,20518914.0,348411159.72,3.16
11,11,3/1/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,8038065.0,317262425.55,2.88
12,12,3/1/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2142860.0,279107515.0,2.53
13,13,3/1/2021,ARKG,INVITAE CORP,NVTA,46185L103,5740234.0,250963030.48,2.28
14,14,3/1/2021,ARKG,INCYTE CORP,INCY,45337C102,3138404.0,249911110.52,2.27
15,15,3/1/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,804028.0,236151063.88,2.14
16,16,3/1/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,2727341.0,223751055.64,2.03
17,17,3/1/2021,ARKG,ACCOLADE INC,ACCD,00437E102,4707181.0,221614081.48,2.01
18,18,3/1/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,3951260.0,213565603.0,1.94
19,19,3/1/2021,ARKG,PERSONALIS INC,PSNL,71535D106,6259892.0,203509088.92,1.84
20,20,3/1/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,1067948.0,199439289.0,1.81
