,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/23/2021,ARKW,TESLA INC,TSLA,88160R101,1153375.0,772761250.0,10.54
1,1,3/23/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,8097247.0,400813726.5,5.47
2,2,3/23/2021,ARKW,SQUARE INC - A,SQ,852234103,1701465.0,384752280.45,5.25
3,3,3/23/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,1631262.0,321815367.36,4.39
4,4,3/23/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,225008.0,261009280.0,3.56
5,5,3/23/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,925961.0,255074476.67,3.48
6,6,3/23/2021,ARKW,ROKU INC,ROKU,77543R102,671679.0,239332661.28,3.26
7,7,3/23/2021,ARKW,TWITTER INC,TWTR,90184L102,3087863.0,201359546.23,2.75
8,8,3/23/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,1284891.0,177199317.81,2.42
9,9,3/23/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6345516.0,177039896.4,2.41
10,10,3/23/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,532658.0,174978153.0,2.39
11,11,3/23/2021,ARKW,TWILIO INC - A,TWLO,90138F102,469332.0,168865653.6,2.3
12,12,3/23/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,661454.0,161649440.42,2.2
13,13,3/23/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1416710.0,158034000.5,2.16
14,14,3/23/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,1463988.0,146896555.92,2.0
15,15,3/23/2021,ARKW,JD.COM INC-ADR,JD,47215P106,1607698.0,136606099.06,1.86
16,16,3/23/2021,ARKW,SKILLZ INC,SKLZ,83067L109,5354182.0,132462462.68,1.81
17,17,3/23/2021,ARKW,NETFLIX INC,NFLX,64110L106,250468.0,131022315.48,1.79
18,18,3/23/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,5278060.0,127834613.2,1.74
19,19,3/23/2021,ARKW,SEA LTD-ADR,SE,81141R100,571162.0,124421930.08,1.7
20,20,3/23/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,161634.0,119746548.9,1.63
21,21,3/23/2021,ARKW,KE HOLDINGS INC,BEKE,482497104,1811569.0,116737506.36,1.59
22,22,3/23/2021,ARKW,AGORA INC-ADR,API,00851L103,1949425.0,115327983.0,1.57
23,23,3/23/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1372971.0,113640809.67,1.55
24,24,3/23/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,4843406.0,111737376.42,1.52
25,25,3/23/2021,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,415996.0,110709015.48,1.51
26,26,3/23/2021,ARKW,DOCUSIGN INC,DOCU,256163106,528493.0,109625302.99,1.5
27,27,3/23/2021,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,1456541.0,104171812.32,1.42
28,28,3/23/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,1386683.0,99452904.76,1.36
29,29,3/23/2021,ARKW,HUYA INC-ADR,HUYA,44852D108,3989041.0,98250079.83,1.34
30,30,3/23/2021,ARKW,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,645675.0,95811713.25,1.31
31,31,3/23/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,868643.0,95151154.22,1.3
32,32,3/23/2021,ARKW,LENDINGCLUB CORP,LC,52603A208,4090832.0,87543804.8,1.19
33,33,3/23/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,1819244.0,83375952.52,1.14
34,34,3/23/2021,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,1126312.0,81488673.2,1.11
35,35,3/23/2021,ARKW,PAGERDUTY INC,PD,69553P100,1904217.0,80338915.23,1.1
36,36,3/23/2021,ARKW,VERACYTE INC,VCYT,92337F107,1462030.0,79549052.3,1.08
37,37,3/23/2021,ARKW,ADOBE INC,ADBE,00724F101,175824.0,79544535.84,1.08
38,38,3/23/2021,ARKW,SNAP INC - A,SNAP,83304A106,1318065.0,76658660.4,1.05
39,39,3/23/2021,ARKW,HUBSPOT INC,HUBS,443573100,165829.0,76223299.85,1.04
40,40,3/23/2021,ARKW,LENDINGTREE INC,TREE UW,52603B107,315342.0,70065838.98,0.96
41,41,3/23/2021,ARKW,SYNOPSYS INC,SNPS,871607107,296056.0,69404408.08,0.95
42,42,3/23/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,47247.0,69741769.17,0.95
43,43,3/23/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,957571.0,69672865.96,0.95
44,44,3/23/2021,ARKW,NVIDIA CORP,NVDA,67066G104,129066.0,68075861.7,0.93
