,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/30/2021,ARKW,TESLA INC,TSLA,88160R101,1136395.0,694666899.55,10.61
1,1,3/30/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,7978044.0,394514275.8,6.03
2,2,3/30/2021,ARKW,SQUARE INC - A,SQ,852234103,1738856.0,360256186.08,5.5
3,3,3/30/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,1665252.0,285257667.6,4.36
4,4,3/30/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,234490.0,243848495.9,3.73
5,5,3/30/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,912327.0,230444676.93,3.52
6,6,3/30/2021,ARKW,ROKU INC,ROKU,77543R102,706787.0,212594461.73,3.25
7,7,3/30/2021,ARKW,TWITTER INC,TWTR,90184L102,3042407.0,191489096.58,2.93
8,8,3/30/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,1373852.0,164353914.76,2.51
9,9,3/30/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,524818.0,161848623.02,2.47
10,10,3/30/2021,ARKW,JD.COM INC-ADR,JD,47215P106,1904360.0,155700473.6,2.38
11,11,3/30/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,1617739.0,152746916.38,2.33
12,12,3/30/2021,ARKW,TWILIO INC - A,TWLO,90138F102,462426.0,145701184.08,2.23
13,13,3/30/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1275872.0,144530780.16,2.21
14,14,3/30/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6848542.0,140052683.9,2.14
15,15,3/30/2021,ARKW,SEA LTD-ADR,SE,81141R100,643256.0,131385038.0,2.01
16,16,3/30/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,553683.0,130486472.61,1.99
17,17,3/30/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,5200362.0,113003866.26,1.73
18,18,3/30/2021,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,542933.0,111138385.1,1.7
19,19,3/30/2021,ARKW,SKILLZ INC,SKLZ,83067L109,6018684.0,108336312.0,1.66
20,20,3/30/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,1012558.0,106338841.16,1.62
21,21,3/30/2021,ARKW,DOCUSIGN INC,DOCU,256163106,520709.0,102787956.6,1.57
22,22,3/30/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,4772106.0,99546131.16,1.52
23,23,3/30/2021,ARKW,KE HOLDINGS INC,BEKE,482497104,1784899.0,98829857.63,1.51
24,24,3/30/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,159254.0,97555815.32,1.49
25,25,3/30/2021,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,1435095.0,92003940.45,1.41
26,26,3/30/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1147231.0,90275607.39,1.38
27,27,3/30/2021,ARKW,AGORA INC-ADR,API,00851L103,1903772.0,88087530.44,1.35
28,28,3/30/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,1792462.0,78922101.86,1.21
29,29,3/30/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,1366271.0,79516972.2,1.21
30,30,3/30/2021,ARKW,HUYA INC-ADR,HUYA,44852D108,3930313.0,78409744.35,1.2
31,31,3/30/2021,ARKW,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,599607.0,72474498.09,1.11
32,32,3/30/2021,ARKW,SYNOPSYS INC,SNPS,871607107,291702.0,70142662.92,1.07
33,33,3/30/2021,ARKW,PAGERDUTY INC,PD,69553P100,1876181.0,69662600.53,1.06
34,34,3/30/2021,ARKW,HUBSPOT INC,HUBS,443573100,163393.0,69203471.22,1.06
35,35,3/30/2021,ARKW,NETFLIX INC,NFLX,64110L106,132053.0,67868639.35,1.04
36,36,3/30/2021,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,982236.0,68147533.68,1.04
37,37,3/30/2021,ARKW,VERACYTE INC,VCYT,92337F107,1440512.0,67329530.88,1.03
38,38,3/30/2021,ARKW,NVIDIA CORP,NVDA,67066G104,127162.0,65861014.66,1.01
39,39,3/30/2021,ARKW,SNAP INC - A,SNAP,83304A106,1298661.0,64374625.77,0.98
40,40,3/30/2021,ARKW,LENDINGTREE INC,TREE UW,52603B107,310702.0,63631769.6,0.97
41,41,3/30/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,943473.0,61920132.99,0.95
42,42,3/30/2021,ARKW,2U INC,TWOU,90214J101,1648077.0,62000656.74,0.95
43,43,3/30/2021,ARKW,LENDINGCLUB CORP,LC,52603A208,4030606.0,61869802.1,0.95
44,44,3/30/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,857732.0,62442889.6,0.95
45,45,3/30/2021,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,334481.0,58149521.85,0.89
46,46,3/30/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,285531.0,58416787.29,0.89
47,47,3/30/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,39806.0,55864536.52,0.85
48,48,3/30/2021,ARKW,PINDUODUO INC-ADR,PDD,722304102,407342.0,53577693.26,0.82
49,49,3/30/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,5642609.0,46325819.89,0.71
50,50,3/30/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,517430.0,34683332.9,0.53
51,51,3/30/2021,ARKW,ADOBE INC,ADBE,00724F101,33201.0,15581893.32,0.24
