,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/15/2021,ARKQ,TESLA INC,TSLA,88160R101,536182.0,371965538.86,10.79
1,1,3/15/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,706648.0,186731734.0,5.42
2,2,3/15/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2430423.0,179535347.01,5.21
3,3,3/15/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,1925894.0,161813613.88,4.69
4,4,3/15/2021,ARKQ,DEERE & CO,DE,244199105,430047.0,158898066.03,4.61
5,5,3/15/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,5165003.0,136975879.56,3.97
6,6,3/15/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,63820.0,131591734.4,3.82
7,7,3/15/2021,ARKQ,TERADYNE INC,TER,880770102,1144786.0,129166204.38,3.75
8,8,3/15/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,636757.0,116825806.79,3.39
9,9,3/15/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,3614541.0,114617095.11,3.32
10,10,3/15/2021,ARKQ,CATERPILLAR INC,CAT,149123101,416770.0,95440330.0,2.77
11,11,3/15/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,272157.0,92585089.83,2.69
12,12,3/15/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,213391.0,84297980.64,2.44
13,13,3/15/2021,ARKQ,NVIDIA CORP,NVDA,67066G104,159222.0,81878321.28,2.37
14,14,3/15/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,1954648.0,81039706.08,2.35
15,15,3/15/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,6944624.0,78543697.44,2.28
16,16,3/15/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,1883733.0,78438642.12,2.27
17,17,3/15/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1810320.0,77318767.2,2.24
18,18,3/15/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,578743.0,70421448.24,2.04
19,19,3/15/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,567675.0,67155952.5,1.95
20,20,3/15/2021,ARKQ,WORKHORSE GROUP INC,WKHS,98138J206,3934797.0,66380025.39,1.93
21,21,3/15/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,1336878.0,66589893.18,1.93
22,22,3/15/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,715133.0,66450158.36,1.93
23,23,3/15/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,259669.0,59581052.05,1.73
24,24,3/15/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,1705668.0,58930829.4,1.71
25,25,3/15/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,79835.0,58598091.65,1.7
26,26,3/15/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,1179034.0,49495847.32,1.44
27,27,3/15/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,502500.0,41491425.0,1.2
28,28,3/15/2021,ARKQ,2U INC,TWOU,90214J101,1063257.0,40967292.21,1.19
29,29,3/15/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,291636.0,40744465.56,1.18
30,30,3/15/2021,ARKQ,PACCAR INC,PCAR,693718108,386354.0,37457020.3,1.09
31,31,3/15/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,1306592.0,37028817.28,1.07
32,32,3/15/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,30217C109,2776153.0,36034465.94,1.05
33,33,3/15/2021,ARKQ,ANSYS INC,ANSS,03662Q105,105145.0,33318347.6,0.97
34,34,3/15/2021,ARKQ,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,144439.0,33491070.93,0.97
