,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/1/2021,ARKQ,TESLA INC,TSLA,88160R101,542571.0,389799283.53,10.39
1,1,3/1/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,739245.0,218506037.1,5.83
2,2,3/1/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2542560.0,197200953.6,5.26
3,3,3/1/2021,ARKQ,DEERE & CO,DE,244199105,526464.0,189269072.64,5.05
4,4,3/1/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,1824397.0,178827393.94,4.77
5,5,3/1/2021,ARKQ,TERADYNE INC,TER,880770102,1138631.0,152576554.0,4.07
6,6,3/1/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,5250054.0,144796489.32,3.86
7,7,3/1/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,66760.0,138961607.6,3.71
8,8,3/1/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,666135.0,124767085.5,3.33
9,9,3/1/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,3808987.0,116935900.9,3.12
10,10,3/1/2021,ARKQ,CATERPILLAR INC,CAT,149123101,474823.0,104347102.48,2.78
11,11,3/1/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,284700.0,94938909.0,2.53
12,12,3/1/2021,ARKQ,NVIDIA CORP,NVDA,67066G104,166581.0,92230902.27,2.46
13,13,3/1/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,690184.0,89123459.92,2.38
14,14,3/1/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1963477.0,89436377.35,2.38
15,15,3/1/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,2044828.0,85698741.48,2.29
16,16,3/1/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,223233.0,84893277.57,2.26
17,17,3/1/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,1398557.0,79368109.75,2.12
18,18,3/1/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,7265074.0,74539659.24,1.99
19,19,3/1/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,605457.0,69900010.65,1.86
20,20,3/1/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,271657.0,69047059.69,1.84
21,21,3/1/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,1669906.0,67313910.86,1.79
22,22,3/1/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,748137.0,64279931.04,1.71
23,23,3/1/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,83525.0,63413015.25,1.69
24,24,3/1/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,1552975.0,59230466.5,1.58
25,25,3/1/2021,ARKQ,WORKHORSE GROUP INC,WKHS,98138J206,3176359.0,55078065.06,1.47
26,26,3/1/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,1233430.0,51878065.8,1.38
27,27,3/1/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,1417123.0,51413222.44,1.37
28,28,3/1/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,525699.0,47996318.7,1.28
29,29,3/1/2021,ARKQ,2U INC,TWOU,90214J101,1153224.0,48100973.04,1.28
30,30,3/1/2021,ARKQ,EXONE CO/THE,XONE,302104104,957514.0,40569868.18,1.08
31,31,3/1/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,773903109,153504.0,38566344.96,1.03
32,32,3/1/2021,ARKQ,ANSYS INC,ANSS,03662Q105,109992.0,38069331.12,1.02
33,33,3/1/2021,ARKQ,PACCAR INC,PCAR,693718108,404188.0,37880499.36,1.01
34,34,3/1/2021,ARKQ,PROTO LABS INC,PRLB,743713109,248415.0,37475886.9,1.0
35,35,3/1/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,30217C109,2415764.0,36985346.84,0.99
36,36,3/1/2021,ARKQ,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,151099.0,36519117.31,0.97
37,37,3/1/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,271004.0,36143803.48,0.96
38,38,3/1/2021,ARKQ,XILINX INC,XLNX,983919101,250289.0,33486165.31,0.89
39,39,3/1/2021,ARKQ,VUZIX CORP,VUZI,92921W300,1050355.0,24777874.45,0.66
40,40,3/1/2021,ARKQ,AUTODESK INC,ADSK,052769106,78404.0,22287905.08,0.59
41,41,3/1/2021,ARKQ,FLIR SYSTEMS INC,FLIR,302445101,361684.0,19530936.0,0.52
42,42,3/1/2021,ARKQ,AMAZON.COM INC,AMZN,023135106,5813.0,18288511.82,0.49
43,43,3/1/2021,ARKQ,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,1383547.0,17778578.95,0.47
44,44,3/1/2021,ARKQ,APPLE INC,AAPL,037833100,63190.0,8075050.1,0.22
45,45,3/1/2021,ARKQ,ONE - CLASS A,AONE,G7000X105,458485.0,5914456.5,0.16
46,46,3/1/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,189255.0,2520876.6,0.07
47,47,3/1/2021,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,1532126.56,1532126.56,0.04
48,48,3/1/2021,ARKQ,SPLUNK INC,SPLK,848637104,1256.0,189982.56,0.01
