,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,3/15/2021,ARKF,SQUARE INC - A,SQ,852234103,1828275.0,442643660.25,10.47
1,1,3/15/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,907905.0,227294016.75,5.38
2,2,3/15/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1374799.0,207195957.29,4.9
3,3,3/15/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,1312926.0,181958414.34,4.3
4,4,3/15/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1437722.0,165798101.04,3.92
5,5,3/15/2021,ARKF,SEA LTD-ADR,SE,81141R100,663871.0,156003046.29,3.69
6,6,3/15/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1843493.0,152217217.01,3.6
7,7,3/15/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,2069463.0,148483970.25,3.51
8,8,3/15/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,127548.0,145485075.24,3.44
9,9,3/15/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,56788.0,131437979.95,3.11
10,10,3/15/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,77378.0,119947506.7,2.84
11,11,3/15/2021,ARKF,SNAP INC - A,SNAP,83304A106,1849926.0,115971860.94,2.74
12,12,3/15/2021,ARKF,YEAHKA LTD,9923,BL58D39,11459600.0,115440397.79,2.73
13,13,3/15/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,4254193.0,115075920.65,2.72
14,14,3/15/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,488137.0,113184326.19,2.68
15,15,3/15/2021,ARKF,TWILIO INC - A,TWLO,90138F102,289624.0,106879944.72,2.53
16,16,3/15/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,15762345.0,103555365.98,2.45
17,17,3/15/2021,ARKF,MEITUAN-CLASS B,3690,BGJW376,2255582.0,96757459.42,2.29
18,18,3/15/2021,ARKF,DOCUSIGN INC,DOCU,256163106,392344.0,82525636.96,1.95
19,19,3/15/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,302470.0,81182948.0,1.92
20,20,3/15/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,320651.0,81038127.23,1.92
21,21,3/15/2021,ARKF,Z HOLDINGS CORP,4689,6084848,14140930.0,80492129.76,1.9
22,22,3/15/2021,ARKF,APPLE INC,AAPL,037833100,661889.0,80108425.67,1.89
23,23,3/15/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1319505.0,77850795.0,1.84
24,24,3/15/2021,ARKF,INTUIT INC,INTU,461202103,195888.0,77561853.6,1.83
25,25,3/15/2021,ARKF,AMAZON.COM INC,AMZN,023135106,24179.0,74700778.71,1.77
26,26,3/15/2021,ARKF,JD.COM INC-ADR,JD,47215P106,796559.0,66926887.18,1.58
27,27,3/15/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,277698.0,54970319.1,1.3
28,28,3/15/2021,ARKF,DISCOVERY LTD,DSY,6177878,5371188.0,53174491.61,1.26
29,29,3/15/2021,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,3954000.0,49381705.05,1.17
30,30,3/15/2021,ARKF,KE HOLDINGS INC,BEKE,482497104,831904.0,49049059.84,1.16
31,31,3/15/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,698339.0,47242633.35,1.12
32,32,3/15/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,630532.0,45240671.0,1.07
33,33,3/15/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,536033.0,43295385.41,1.02
34,34,3/15/2021,ARKF,BASE INC,4477,BKRQ8Q2,447100.0,41752848.36,0.99
35,35,3/15/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,401069.0,42064116.72,0.99
36,36,3/15/2021,ARKF,NVIDIA CORP,NVDA,67066G104,77650.0,39930736.0,0.94
37,37,3/15/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,240230.0,38691443.8,0.92
38,38,3/15/2021,ARKF,LENDINGTREE INC,TREE UW,52603B107,154879.0,36604102.86,0.87
39,39,3/15/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,1916620.0,28902629.6,0.68
40,40,3/15/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,214951.0,25428703.3,0.6
41,41,3/15/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,136827.0,21947050.8,0.52
42,42,3/15/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,32532.0,16883132.04,0.4
43,43,3/15/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,148064.0,10468124.8,0.25
44,44,3/15/2021,ARKF,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,9649346.53,9649346.53,0.23
45,45,3/15/2021,ARKF,SPLUNK INC,SPLK,848637104,23070.0,3135674.4,0.07
46,46,3/15/2021,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,18027.0,3096317.52,0.07
47,47,3/15/2021,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,8824.0,609776.54,0.01
