,Unnamed: 0,date,fund,company,ticker,cusip,shares,market value($),weight(%)
0,0,5/6/2021,ARKF,SQUARE INC - A,SQ,852234103,1672353.0,387768490.11,9.92
1,1,5/6/2021,ARKF,SEA LTD-ADR,SE,81141R100,760932.0,186352246.8,4.77
2,2,5/6/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,161894.0,181377942.9,4.64
3,3,5/6/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,683393.0,169071428.2,4.33
4,4,5/6/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1388093.0,157964983.4,4.04
5,5,5/6/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,57343.0,135940261.22,3.48
6,6,5/6/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,1251606.0,130605086.1,3.34
7,7,5/6/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,2089454.0,129190940.82,3.31
8,8,5/6/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1616491.0,127217841.7,3.26
9,9,5/6/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,78128.0,119578029.12,3.06
10,10,5/6/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6001877.0,113555512.84,2.91
11,11,5/6/2021,ARKF,YEAHKA LTD,9923,BL58D39,14022400.0,112792792.79,2.89
12,12,5/6/2021,ARKF,MEITUAN-CLASS B,3690,BGJW376,2884358.0,106539349.55,2.73
13,13,5/6/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,18912638.0,105273049.36,2.69
14,14,5/6/2021,ARKF,SNAP INC - A,SNAP,83304A106,1867797.0,100991783.79,2.58
15,15,5/6/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,441790.0,100189136.2,2.56
16,16,5/6/2021,ARKF,TWILIO INC - A,TWLO,90138F102,292429.0,98174263.88,2.51
17,17,5/6/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,305395.0,96205532.9,2.46
18,18,5/6/2021,ARKF,JD.COM INC-ADR,JD,47215P106,1274589.0,96282453.06,2.46
19,19,5/6/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,828147.0,95005023.84,2.43
20,20,5/6/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,690274.0,90501824.14,2.32
21,21,5/6/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1332251.0,79188999.44,2.03
22,22,5/6/2021,ARKF,DOCUSIGN INC,DOCU,256163106,396139.0,77829429.33,1.99
23,23,5/6/2021,ARKF,APPLE INC,AAPL,037833100,590940.0,75699414.0,1.94
24,24,5/6/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,299662.0,70702252.28,1.81
25,25,5/6/2021,ARKF,Z HOLDINGS CORP,4689,6084848,14306630.0,66167672.41,1.69
26,26,5/6/2021,ARKF,INTUIT INC,INTU,461202103,162351.0,63648086.04,1.63
27,27,5/6/2021,ARKF,DISCOVERY LTD,DSY,6177878,5423093.0,52012606.49,1.33
28,28,5/6/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,705085.0,50046933.3,1.28
29,29,5/6/2021,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,169867.0,46373691.0,1.19
30,30,5/6/2021,ARKF,BASE INC,4477,BKRQ8Q2,2792000.0,46614305.34,1.19
31,31,5/6/2021,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,3989900.0,45598857.14,1.17
32,32,5/6/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,796499.0,44747313.82,1.15
33,33,5/6/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,280383.0,44017327.17,1.13
34,34,5/6/2021,ARKF,AMAZON.COM INC,AMZN,023135106,13232.0,43275785.28,1.11
35,35,5/6/2021,ARKF,KE HOLDINGS INC-ADR,BEKE,482497104,839932.0,41585033.32,1.06
36,36,5/6/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,404920.0,39973702.4,1.02
37,37,5/6/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,2685918.0,38005739.7,0.97
38,38,5/6/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,541195.0,37797058.8,0.97
39,39,5/6/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,167523.0,23347680.51,0.6
40,40,5/6/2021,ARKF,STONECO LTD-A,STNE,G85158106,315530.0,19673295.5,0.5
41,41,5/6/2021,ARKF,UIPATH INC - CLASS A,PATH,90364P105,261231.0,18513440.97,0.47
42,42,5/6/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,32847.0,14998597.14,0.38
43,43,5/6/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,151087.0,12615764.5,0.32
44,44,5/6/2021,ARKF,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,7338413.33,7338413.33,0.19
45,45,5/6/2021,ARKF,LENDINGTREE INC,TREE UW,52603B107,1853.0,357981.07,0.01
46,46,5/6/2021,ARKF,NVIDIA CORP,NVDA,67066G104,624.0,360884.16,0.01
